cluster_ID,num_rows,sum_passenger_count,sum_trip_distance,sum_trip_durations,avg_trip_durations,pickup_hour,pickup_day,Bronx,Manhattan,Queens,Brooklyn,Outside of NYC,Staten Island,Unknown,EWR
0,7.0,7.0,56.230000000000004,149.0,21.285714285714285,0,1,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0
1,4.0,7.0,9.629999999999999,40.0,10.0,1,1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6.0,6.0,19.419999999999998,62.0,10.333333333333334,2,1,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0
3,7.0,8.0,35.69,127.0,18.142857142857142,3,1,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4,8.0,8.0,36.485,194.0,24.25,4,1,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5,4.0,5.0,8.03,42.0,10.5,5,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2.0,2.0,12.14,27.0,13.5,6,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,5.0,5.0,35.74,111.0,22.2,7,1,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
8,8.0,8.0,52.84,178.0,22.25,8,1,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9.0,9.0,82.93,284.0,31.555555555555557,9,1,4.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
10,10.0,10.0,39.78,174.0,17.4,10,1,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
11,10.0,13.0,50.36,231.0,23.1,11,1,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
12,7.0,7.0,33.71,201.0,28.714285714285715,12,1,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
13,4.0,4.0,14.1,83.0,20.75,13,1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14,13.0,14.0,57.330000000000005,283.0,21.76923076923077,14,1,8.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
15,10.0,14.0,68.25,276.0,27.6,15,1,5.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
16,2.0,2.0,12.799999999999999,50.0,25.0,16,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17,2.0,7.0,1.7000000000000002,10.0,5.0,17,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,3.0,4.0,30.366666666666667,81.0,27.0,18,1,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19,4.0,6.0,31.296666666666667,118.0,29.5,19,1,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
20,3.0,4.0,9.69,41.0,13.666666666666666,20,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21,1.0,2.0,5.09,18.0,18.0,21,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,1.0,1.0,11.76,14.0,14.0,22,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
23,2.0,3.0,4.5,22.0,11.0,23,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,1.0,1.0,1.11,5.0,5.0,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,3.0,3.0,24.14,48.0,16.0,1,2,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26,1.0,2.0,0.95,11.0,11.0,2,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,3.0,3.0,26.00666666666667,57.666666666666664,23.833333333333332,3,2,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
28,3.0,3.0,26.00666666666667,57.666666666666664,23.833333333333332,4,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
29,3.0,3.0,26.00666666666667,57.666666666666664,23.833333333333332,5,2,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
30,5.0,5.0,57.81,169.0,33.8,6,2,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0
31,3.0,3.0,20.8,97.0,32.333333333333336,7,2,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
32,2.0,2.0,16.416666666666664,96.0,48.0,8,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
33,9.0,9.0,32.855,209.0,23.22222222222222,9,2,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34,5.0,6.0,13.46,95.0,19.0,10,2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,5.0,5.0,36.879999999999995,129.0,25.8,11,2,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
36,10.0,13.0,73.39,287.0,28.7,12,2,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
37,4.0,4.0,55.25,127.0,31.75,13,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
38,7.0,7.0,106.3,337.0,48.142857142857146,14,2,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0
39,6.0,6.0,45.61,204.0,34.0,15,2,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
40,3.0,3.0,7.800000000000001,40.0,13.333333333333334,16,2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,3.0,4.0,18.34,59.0,19.666666666666668,17,2,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
42,1.0,2.0,9.473333333333334,26.666666666666668,44.0,18,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,1.0,2.0,9.473333333333334,26.666666666666668,44.0,19,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,1.0,2.0,9.473333333333334,26.666666666666668,44.0,20,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,1.0,2.0,1.28,5.0,5.0,21,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,1.0,5.0,3.59,13.0,13.0,22,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
47,1.0,1.0,1.2850000000000001,25.0,25.0,23,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,2.0,2.0,6.3933333333333335,17.0,16.0,0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,2.0,2.0,6.3933333333333335,17.0,16.0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,2.0,2.0,6.3933333333333335,17.0,16.0,2,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,1.0,1.0,5.3,16.0,16.0,3,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,2.0,2.0,6.9,59.0,29.5,4,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,10.0,10.0,132.05,394.0,39.4,5,3,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0
54,14.0,15.0,162.04,777.0,55.5,6,3,2.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0
55,11.0,11.0,77.89,365.0,33.18181818181818,7,3,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
56,19.0,21.0,134.99,567.0,29.842105263157894,8,3,8.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0
57,11.0,11.0,76.14,457.0,41.54545454545455,9,3,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
58,13.0,13.0,67.8,325.0,25.0,10,3,8.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
59,15.0,17.0,85.59,410.0,27.333333333333332,11,3,10.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0
60,8.0,9.0,80.43666666666667,362.0,45.25,12,3,4.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0
61,12.0,12.0,72.09,372.0,31.0,13,3,7.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0
62,7.0,8.0,48.24,227.0,32.42857142857143,14,3,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
63,7.0,7.0,50.36,267.0,38.142857142857146,15,3,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
64,5.0,7.0,24.825000000000003,160.0,32.0,16,3,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
65,8.0,8.0,38.0,165.0,20.625,17,3,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
66,5.0,5.0,18.15,156.0,31.2,18,3,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
67,1.0,1.0,12.786666666666667,102.33333333333333,94.33333333333333,19,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
68,1.0,1.0,12.786666666666667,102.33333333333333,94.33333333333333,20,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
69,1.0,1.0,12.786666666666667,102.33333333333333,94.33333333333333,21,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
70,2.0,2.0,12.093333333333334,37.666666666666664,34.5,22,3,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
71,2.0,2.0,12.093333333333334,37.666666666666664,34.5,23,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
72,2.0,2.0,12.093333333333334,37.666666666666664,34.5,0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
73,1.0,1.0,0.3833333333333333,2.0,2.5,1,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,1.0,1.0,0.3833333333333333,2.0,2.5,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,1.0,1.0,0.3833333333333333,2.0,2.5,3,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,2.0,2.0,19.700000000000003,54.0,27.0,4,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
77,12.0,12.0,97.16,262.0,21.833333333333332,5,4,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0
78,15.0,15.0,123.75999999999999,574.0,38.266666666666666,6,4,9.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
79,18.0,20.0,86.21,444.0,24.666666666666668,7,4,12.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
80,17.0,17.0,92.125,573.0,33.705882352941174,8,4,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
81,16.0,16.0,81.1,350.0,21.875,9,4,12.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0
82,20.0,21.0,78.16,426.0,21.3,10,4,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
83,17.0,17.0,68.4,397.0,23.352941176470587,11,4,10.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
84,11.0,11.0,54.24333333333333,269.0,24.454545454545453,12,4,8.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
85,10.0,10.0,55.75,310.0,31.0,13,4,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
86,8.0,8.0,34.35,216.0,27.0,14,4,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
87,9.0,9.0,63.230000000000004,358.0,39.77777777777778,15,4,6.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
88,4.0,4.0,22.15,123.0,30.75,16,4,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
89,6.0,6.0,24.66,140.0,23.333333333333332,17,4,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,11.0,12.0,50.53,205.0,18.636363636363637,18,4,4.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0
91,9.0,9.0,59.75,243.0,27.0,19,4,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
92,4.0,4.0,21.63,79.0,19.75,20,4,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
93,2.0,2.0,8.01,33.0,16.5,21,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
94,1.0,1.0,2.2,12.0,12.0,22,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,4.0,6.0,11.89,51.0,12.75,23,4,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
96,1.0,1.0,10.1,39.0,39.0,0,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
97,1.0,1.0,10.1,39.0,39.0,1,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
98,1.0,1.0,12.795555555555554,27.11111111111111,32.0,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,1.0,1.0,12.795555555555554,27.11111111111111,32.0,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,1.0,1.0,12.795555555555554,27.11111111111111,32.0,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,8.0,9.0,58.6,186.0,23.25,5,5,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
102,12.0,12.0,135.17,503.0,41.916666666666664,6,5,3.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0
103,13.0,14.0,75.03,482.0,37.07692307692308,7,5,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
104,12.0,12.0,49.93,405.0,33.75,8,5,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
105,12.0,12.0,78.64999999999999,402.0,33.5,9,5,5.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0
106,14.0,14.0,39.17,359.0,25.642857142857142,10,5,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,12.0,13.0,84.15666666666667,349.0,29.083333333333332,11,5,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
108,21.0,24.0,63.43,356.0,16.952380952380953,12,5,16.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
109,18.0,20.0,101.27,395.0,21.944444444444443,13,5,12.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0
110,10.0,14.0,54.92,329.0,32.9,14,5,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
111,6.0,6.0,43.4,188.0,31.333333333333332,15,5,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
112,11.0,12.0,46.86,326.0,29.636363636363637,16,5,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
113,6.0,6.0,39.28,205.0,34.166666666666664,17,5,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
114,2.0,2.0,12.1,27.0,13.5,18,5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
115,4.0,4.0,18.5,88.0,22.0,19,5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
116,3.0,3.0,13.899999999999999,340.0,113.33333333333333,20,5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
117,3.0,3.0,12.5,79.0,26.333333333333332,21,5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
118,2.0,2.0,8.64,24.0,12.0,22,5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
119,1.0,1.0,6.1,21.0,21.0,23,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,2.0,3.0,16.7,40.0,20.0,0,6,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
121,1.0,1.0,12.316666666666668,20.0,24.0,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,1.0,1.0,12.316666666666668,20.0,24.0,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,1.0,1.0,12.316666666666668,20.0,24.0,3,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,2.0,2.0,24.0,65.0,32.5,4,6,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
125,9.0,9.0,78.06333333333333,242.0,26.88888888888889,5,6,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0
126,9.0,9.0,73.78999999999999,246.0,27.333333333333332,6,6,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
127,7.0,9.0,45.82,248.0,35.42857142857143,7,6,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
128,13.0,13.0,80.0,430.0,33.07692307692308,8,6,2.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0
129,14.0,14.0,66.32000000000001,461.0,32.92857142857143,9,6,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
130,12.0,13.0,95.89,322.0,26.833333333333332,10,6,7.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0
131,10.0,14.0,40.86,257.0,25.7,11,6,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
132,11.0,11.0,84.65666666666667,436.0,39.63636363636363,12,6,6.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
133,8.0,15.0,70.38333333333333,238.0,29.75,13,6,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
134,9.0,13.0,70.83333333333333,267.0,29.666666666666668,14,6,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
135,10.0,11.0,80.30666666666667,330.0,33.0,15,6,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
136,9.0,9.0,59.62,295.0,32.77777777777778,16,6,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0
137,5.0,5.0,16.7,116.0,23.2,17,6,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
138,8.0,8.0,56.2,220.0,27.5,18,6,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
139,4.0,4.0,44.075,121.0,30.25,19,6,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
140,1.0,1.0,13.8,34.0,34.0,20,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
141,2.0,2.0,16.8,40.0,20.0,21,6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
142,2.0,3.0,6.52,29.0,14.5,22,6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,7.0,7.0,22.65,92.0,13.142857142857142,23,6,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
144,5.0,5.0,22.89,66.0,13.2,0,7,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
145,1.0,1.0,8.16,17.0,17.0,1,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,1.0,1.0,0.7,1.0,1.0,2,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,2.0,2.0,0.8,3.0,1.5,3,7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,3.0,3.0,29.0,46.0,15.333333333333334,4,7,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
149,2.0,2.0,5.7299999999999995,25.0,12.5,5,7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,3.0,3.0,24.259999999999998,53.0,17.666666666666668,6,7,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
151,5.0,5.0,18.7,103.0,20.6,7,7,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
152,8.0,8.0,58.0,203.0,25.375,8,7,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
153,10.0,10.0,38.3,190.0,19.0,9,7,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
154,10.0,11.0,25.57,141.0,14.1,10,7,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
155,5.0,5.0,25.130000000000003,194.0,38.8,11,7,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
156,4.0,4.0,37.9,126.0,31.5,12,7,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
157,4.0,4.0,25.4,88.0,22.0,13,7,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
158,8.0,9.0,46.9,233.0,29.125,14,7,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
159,6.0,6.0,45.013333333333335,164.0,27.333333333333332,15,7,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
160,4.0,11.0,28.09,102.0,25.5,16,7,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
161,3.0,3.0,10.5,32.0,10.666666666666666,17,7,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
162,6.0,6.0,10.7,53.0,8.833333333333334,18,7,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
163,6.0,6.0,67.36,160.0,26.666666666666668,19,7,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
164,3.0,3.0,19.95,67.0,22.333333333333332,20,7,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
165,4.0,4.0,16.525,90.0,22.5,21,7,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
166,3.0,3.0,13.14,58.0,19.333333333333332,22,7,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
167,3.0,4.0,33.59,70.0,23.333333333333332,23,7,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
168,3.0,3.0,6.25,42.0,14.0,0,8,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
169,1.0,1.0,9.55,22.0,22.0,1,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
170,2.0,2.0,6.66,28.0,14.0,2,8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,1.0,1.0,10.861666666666666,25.333333333333332,25.333333333333332,3,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
172,1.0,1.0,10.861666666666666,25.333333333333332,25.333333333333332,4,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
173,1.0,1.0,10.861666666666666,25.333333333333332,25.333333333333332,5,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
174,1.0,1.0,0.45999999999999996,12.0,12.0,6,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,7.0,7.0,33.94,112.0,16.0,7,8,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
176,8.0,8.0,78.5,225.0,28.125,8,8,0.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0
177,5.0,5.0,59.2,231.0,46.2,9,8,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
178,5.0,5.0,25.720000000000002,86.0,17.2,10,8,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
179,3.0,4.0,18.366666666666667,53.0,17.666666666666668,11,8,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
180,2.0,2.0,18.59,52.0,26.0,12,8,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
181,2.0,2.0,19.916666666666668,60.333333333333336,40.0,13,8,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
182,2.0,2.0,19.916666666666668,60.333333333333336,40.0,14,8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
183,2.0,2.0,19.916666666666668,60.333333333333336,40.0,15,8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
184,1.0,1.0,3.4,37.0,37.0,16,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,4.0,8.0,10.040000000000001,60.0,15.0,17,8,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
186,7.0,12.0,37.620000000000005,153.0,21.857142857142858,18,8,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
187,6.0,11.0,16.700000000000003,100.0,16.666666666666668,19,8,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
188,1.0,1.0,0.51,1.0,1.0,20,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,1.0,1.0,20.62,39.0,39.0,21,8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
190,1.0,1.0,4.95,16.0,16.0,22,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,1.0,3.0,2.19,9.0,9.0,23,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,2.0,2.0,11.64,35.333333333333336,18.0,0,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,2.0,2.0,11.64,35.333333333333336,18.0,1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,1.0,1.0,6.390000000000001,18.77777777777778,18.0,2,9,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
195,1.0,1.0,6.390000000000001,18.77777777777778,18.0,3,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
196,1.0,1.0,6.390000000000001,18.77777777777778,18.0,4,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
197,6.0,6.0,86.63333333333333,255.0,42.5,5,9,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
198,12.0,12.0,108.36,531.0,44.25,6,9,1.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0
199,9.0,14.0,82.65,482.0,53.55555555555556,7,9,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0
200,11.0,11.0,84.505,343.0,31.181818181818183,8,9,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
201,11.0,13.0,78.765,383.0,34.81818181818182,9,9,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0
202,11.0,13.0,65.38,248.0,22.545454545454547,10,9,7.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
203,10.0,11.0,65.8,282.0,28.2,11,9,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
204,5.0,7.0,46.02,168.0,33.6,12,9,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
205,8.0,8.0,64.97,224.0,28.0,13,9,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
206,4.0,4.0,22.19,308.0,77.0,14,9,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
207,5.0,5.0,28.55,194.0,38.8,15,9,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
208,5.0,5.0,37.45,218.0,43.6,16,9,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
209,2.0,2.0,1.2,2.0,1.0,17,9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,6.0,6.0,24.95,92.0,15.333333333333334,18,9,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
211,1.0,1.0,1.61,9.0,9.0,19,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
212,1.0,1.0,13.4,16.0,16.0,20,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
213,1.0,1.0,6.9,24.0,24.0,21,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
214,1.0,1.0,3.5499999999999994,10.0,29.0,22,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,1.0,1.0,3.5499999999999994,10.0,29.0,23,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,1.0,1.0,3.5499999999999994,10.0,29.0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,2.0,2.0,0.97,7.0,3.5,1,10,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,2.0,2.0,0.97,7.0,3.5,2,10,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,3.0,3.0,35.83555555555556,96.8888888888889,36.25,3,10,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
220,3.0,3.0,35.83555555555556,96.8888888888889,36.25,4,10,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
221,3.0,3.0,35.83555555555556,96.8888888888889,36.25,5,10,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
222,13.0,13.0,167.4,529.0,40.69230769230769,6,10,3.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0
223,11.0,11.0,125.96333333333334,557.0,50.63636363636363,7,10,4.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0
224,13.0,13.0,107.24,489.0,37.61538461538461,8,10,3.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0
225,15.0,15.0,95.61500000000001,553.0,36.86666666666667,9,10,7.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0
