cluster_ID,num_rows,sum_passenger_count,sum_trip_distance,sum_trip_durations,avg_trip_durations,pickup_hour,pickup_day,Bronx,Manhattan,Queens,Brooklyn,Outside of NYC,Staten Island,Unknown,EWR,day_of_week,week_of_month,holiday,row_index,date,temperature_2m,precipitation
0,7.0,7.0,56.23,149.0,21.285714285714285,0,1,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,7,1,1,0,2023-01-01 00:00:00+00:00,9.7435,0.4
1,4.0,7.0,9.63,40.0,10.0,1,1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,1,1,2023-01-01 01:00:00+00:00,10.5935,1.2
2,6.0,6.0,19.42,62.0,10.333333333333334,2,1,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,7,1,1,2,2023-01-01 02:00:00+00:00,11.143499,0.7
3,7.0,8.0,35.69,127.0,18.142857142857142,3,1,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,1,3,2023-01-01 03:00:00+00:00,11.0435,2.2
4,8.0,8.0,36.485,194.0,24.25,4,1,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7,1,1,4,2023-01-01 04:00:00+00:00,10.8435,1.7
5,4.0,5.0,8.03,42.0,10.5,5,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,1,5,2023-01-01 05:00:00+00:00,10.8435,1.1
6,2.0,2.0,12.14,27.0,13.5,6,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,1,6,2023-01-01 06:00:00+00:00,10.4935,0.2
7,5.0,5.0,35.74,111.0,22.2,7,1,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,7,1,1,7,2023-01-01 07:00:00+00:00,10.5435,0.0
8,8.0,8.0,52.84,178.0,22.25,8,1,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,1,8,2023-01-01 08:00:00+00:00,9.893499,0.0
9,9.0,9.0,82.93,284.0,31.555555555555557,9,1,4.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,7,1,1,9,2023-01-01 09:00:00+00:00,9.2935,0.0
10,10.0,10.0,39.78,174.0,17.4,10,1,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7,1,1,10,2023-01-01 10:00:00+00:00,8.8435,0.0
11,10.0,13.0,50.36,231.0,23.1,11,1,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,7,1,1,11,2023-01-01 11:00:00+00:00,8.3435,0.0
12,7.0,7.0,33.71,201.0,28.714285714285715,12,1,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,1,12,2023-01-01 12:00:00+00:00,8.0435,0.0
13,4.0,4.0,14.1,83.0,20.75,13,1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,1,13,2023-01-01 13:00:00+00:00,8.3435,0.0
14,13.0,14.0,57.330000000000005,283.0,21.76923076923077,14,1,8.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,7,1,1,14,2023-01-01 14:00:00+00:00,9.7435,0.0
15,10.0,14.0,68.25,276.0,27.6,15,1,5.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,7,1,1,15,2023-01-01 15:00:00+00:00,10.2935,0.0
16,2.0,2.0,12.8,50.0,25.0,16,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,1,1,16,2023-01-01 16:00:00+00:00,10.7435,0.0
17,2.0,7.0,1.7000000000000002,10.0,5.0,17,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,1,17,2023-01-01 17:00:00+00:00,11.0935,0.0
18,3.0,4.0,30.366666666666667,81.0,27.0,18,1,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7,1,1,18,2023-01-01 18:00:00+00:00,11.3435,0.0
19,4.0,6.0,31.296666666666667,118.0,29.5,19,1,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7,1,1,19,2023-01-01 19:00:00+00:00,11.3435,0.0
20,3.0,4.0,9.69,41.0,13.666666666666666,20,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,1,20,2023-01-01 20:00:00+00:00,11.0435,0.0
21,1.0,2.0,5.09,18.0,18.0,21,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,1,21,2023-01-01 21:00:00+00:00,9.643499,0.0
22,1.0,1.0,11.76,14.0,14.0,22,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,1,1,22,2023-01-01 22:00:00+00:00,6.1435003,0.0
23,2.0,3.0,4.5,22.0,11.0,23,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,1,23,2023-01-01 23:00:00+00:00,5.0935,0.0
24,1.0,1.0,1.11,5.0,5.0,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,24,2023-01-02 00:00:00+00:00,4.0435004,0.0
25,3.0,3.0,24.14,48.0,16.0,1,2,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,1,25,2023-01-02 01:00:00+00:00,3.8435,0.0
26,1.0,2.0,0.95,11.0,11.0,2,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,26,2023-01-02 02:00:00+00:00,3.0435,0.0
27,3.0,3.0,26.00666666666667,57.666666666666664,23.833333333333332,3,2,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,27,2023-01-02 03:00:00+00:00,5.5435004,0.0
28,3.0,3.0,26.00666666666667,57.666666666666664,23.833333333333332,4,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,28,2023-01-02 04:00:00+00:00,6.2935004,1.1
29,3.0,3.0,26.00666666666667,57.666666666666664,23.833333333333332,5,2,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,29,2023-01-02 05:00:00+00:00,6.4435,0.1
30,5.0,5.0,57.81,169.0,33.8,6,2,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1,1,1,30,2023-01-02 06:00:00+00:00,5.7935004,0.0
31,3.0,3.0,20.8,97.0,32.333333333333336,7,2,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,31,2023-01-02 07:00:00+00:00,4.5435004,0.0
32,2.0,2.0,16.416666666666664,96.0,48.0,8,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,1,32,2023-01-02 08:00:00+00:00,4.8435,0.0
33,9.0,9.0,32.855,209.0,23.22222222222222,9,2,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,33,2023-01-02 09:00:00+00:00,3.6435,0.0
34,5.0,6.0,13.46,95.0,19.0,10,2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,34,2023-01-02 10:00:00+00:00,3.8435,0.0
35,5.0,5.0,36.879999999999995,129.0,25.8,11,2,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,1,1,35,2023-01-02 11:00:00+00:00,3.6935,0.0
36,10.0,13.0,73.39,287.0,28.7,12,2,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,36,2023-01-02 12:00:00+00:00,5.5435004,0.0
37,4.0,4.0,55.25,127.0,31.75,13,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,37,2023-01-02 13:00:00+00:00,5.6935,0.0
38,7.0,7.0,106.3,337.0,48.142857142857146,14,2,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1,1,1,38,2023-01-02 14:00:00+00:00,6.3435,0.0
39,6.0,6.0,45.61,204.0,34.0,15,2,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,1,39,2023-01-02 15:00:00+00:00,7.1935,0.0
40,3.0,3.0,7.800000000000001,40.0,13.333333333333334,16,2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,40,2023-01-02 16:00:00+00:00,8.6935,0.0
41,3.0,4.0,18.34,59.0,19.666666666666668,17,2,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,1,41,2023-01-02 17:00:00+00:00,10.143499,0.0
42,1.0,2.0,9.473333333333334,26.666666666666668,44.0,18,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,42,2023-01-02 18:00:00+00:00,11.1935,0.0
43,1.0,2.0,9.473333333333334,26.666666666666668,44.0,19,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,43,2023-01-02 19:00:00+00:00,11.6935,0.0
44,1.0,2.0,9.473333333333334,26.666666666666668,44.0,20,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,44,2023-01-02 20:00:00+00:00,11.9435,0.0
45,1.0,2.0,1.28,5.0,5.0,21,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,45,2023-01-02 21:00:00+00:00,10.5935,0.0
46,1.0,5.0,3.59,13.0,13.0,22,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,46,2023-01-02 22:00:00+00:00,9.5435,0.1
47,1.0,1.0,1.285,25.0,25.0,23,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,47,2023-01-02 23:00:00+00:00,8.4935,0.1
48,2.0,2.0,6.3933333333333335,17.0,16.0,0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,48,2023-01-03 00:00:00+00:00,8.0435,0.0
49,2.0,2.0,6.3933333333333335,17.0,16.0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,49,2023-01-03 01:00:00+00:00,8.4935,0.0
50,2.0,2.0,6.3933333333333335,17.0,16.0,2,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,50,2023-01-03 02:00:00+00:00,7.4935,0.0
51,1.0,1.0,5.3,16.0,16.0,3,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,51,2023-01-03 03:00:00+00:00,8.4435,0.2
52,2.0,2.0,6.9,59.0,29.5,4,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,52,2023-01-03 04:00:00+00:00,8.4435,0.3
53,10.0,10.0,132.05,394.0,39.4,5,3,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,2,1,0,53,2023-01-03 05:00:00+00:00,8.4935,0.1
54,14.0,15.0,162.04,777.0,55.5,6,3,2.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,2,1,0,54,2023-01-03 06:00:00+00:00,8.4935,0.0
55,11.0,11.0,77.89,365.0,33.18181818181818,7,3,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2,1,0,55,2023-01-03 07:00:00+00:00,8.4435,0.0
56,19.0,21.0,134.99,567.0,29.842105263157897,8,3,8.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,2,1,0,56,2023-01-03 08:00:00+00:00,8.393499,0.0
57,11.0,11.0,76.14,457.0,41.54545454545455,9,3,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,57,2023-01-03 09:00:00+00:00,8.2435,0.0
58,13.0,13.0,67.8,325.0,25.0,10,3,8.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1,0,58,2023-01-03 10:00:00+00:00,8.2935,0.0
59,15.0,17.0,85.59,410.0,27.333333333333332,11,3,10.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1,0,59,2023-01-03 11:00:00+00:00,8.3435,0.0
60,8.0,9.0,80.43666666666667,362.0,45.25,12,3,4.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,2,1,0,60,2023-01-03 12:00:00+00:00,7.1435003,0.0
61,12.0,12.0,72.09,372.0,31.0,13,3,7.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,2,1,0,61,2023-01-03 13:00:00+00:00,7.8435,0.6
62,7.0,8.0,48.24,227.0,32.42857142857143,14,3,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2,1,0,62,2023-01-03 14:00:00+00:00,8.6935,0.3
63,7.0,7.0,50.36,267.0,38.142857142857146,15,3,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2,1,0,63,2023-01-03 15:00:00+00:00,9.4435,0.1
64,5.0,7.0,24.825000000000003,160.0,32.0,16,3,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1,0,64,2023-01-03 16:00:00+00:00,9.2935,3.4
65,8.0,8.0,38.0,165.0,20.625,17,3,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2,1,0,65,2023-01-03 17:00:00+00:00,8.8435,3.8
66,5.0,5.0,18.15,156.0,31.2,18,3,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,66,2023-01-03 18:00:00+00:00,9.143499,1.1
67,1.0,1.0,12.786666666666669,102.33333333333331,94.33333333333331,19,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,67,2023-01-03 19:00:00+00:00,9.7435,1.2
68,1.0,1.0,12.786666666666669,102.33333333333331,94.33333333333331,20,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,68,2023-01-03 20:00:00+00:00,10.9935,0.2
69,1.0,1.0,12.786666666666669,102.33333333333331,94.33333333333331,21,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,69,2023-01-03 21:00:00+00:00,12.0435,0.0
70,2.0,2.0,12.093333333333334,37.666666666666664,34.5,22,3,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,70,2023-01-03 22:00:00+00:00,12.643499,0.8
71,2.0,2.0,12.093333333333334,37.666666666666664,34.5,23,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,71,2023-01-03 23:00:00+00:00,12.9435,0.0
72,2.0,2.0,12.093333333333334,37.666666666666664,34.5,0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,72,2023-01-04 00:00:00+00:00,11.3435,0.0
73,1.0,1.0,0.3833333333333333,2.0,2.5,1,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,73,2023-01-04 01:00:00+00:00,11.643499,0.0
74,1.0,1.0,0.3833333333333333,2.0,2.5,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,74,2023-01-04 02:00:00+00:00,11.7435,0.0
75,1.0,1.0,0.3833333333333333,2.0,2.5,3,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,75,2023-01-04 03:00:00+00:00,11.6935,0.0
76,2.0,2.0,19.700000000000003,54.0,27.0,4,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,76,2023-01-04 04:00:00+00:00,11.9435,0.0
77,12.0,12.0,97.16,262.0,21.833333333333332,5,4,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,3,1,0,77,2023-01-04 05:00:00+00:00,12.0435,0.0
78,15.0,15.0,123.76,574.0,38.266666666666666,6,4,9.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,3,1,0,78,2023-01-04 06:00:00+00:00,12.1935,0.0
79,18.0,20.0,86.21,444.0,24.666666666666668,7,4,12.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1,0,79,2023-01-04 07:00:00+00:00,12.5935,0.0
80,17.0,17.0,92.125,573.0,33.705882352941174,8,4,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,80,2023-01-04 08:00:00+00:00,12.5935,0.0
81,16.0,16.0,81.1,350.0,21.875,9,4,12.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,3,1,0,81,2023-01-04 09:00:00+00:00,12.4435,0.0
82,20.0,21.0,78.16,426.0,21.3,10,4,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,82,2023-01-04 10:00:00+00:00,12.393499,0.0
83,17.0,17.0,68.4,397.0,23.352941176470587,11,4,10.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,3,1,0,83,2023-01-04 11:00:00+00:00,12.393499,0.0
84,11.0,11.0,54.24333333333333,269.0,24.454545454545453,12,4,8.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1,0,84,2023-01-04 12:00:00+00:00,11.0435,0.0
85,10.0,10.0,55.75,310.0,31.0,13,4,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1,0,85,2023-01-04 13:00:00+00:00,12.1935,0.0
86,8.0,8.0,34.35,216.0,27.0,14,4,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,86,2023-01-04 14:00:00+00:00,13.5935,0.0
87,9.0,9.0,63.23,358.0,39.77777777777778,15,4,6.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3,1,0,87,2023-01-04 15:00:00+00:00,14.8435,0.0
88,4.0,4.0,22.15,123.0,30.75,16,4,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,88,2023-01-04 16:00:00+00:00,15.893499,0.0
89,6.0,6.0,24.66,140.0,23.333333333333332,17,4,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,89,2023-01-04 17:00:00+00:00,16.9935,0.0
90,11.0,12.0,50.53,205.0,18.636363636363637,18,4,4.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,3,1,0,90,2023-01-04 18:00:00+00:00,17.4935,0.0
91,9.0,9.0,59.75,243.0,27.0,19,4,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3,1,0,91,2023-01-04 19:00:00+00:00,17.4435,0.0
92,4.0,4.0,21.63,79.0,19.75,20,4,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,92,2023-01-04 20:00:00+00:00,16.3935,0.0
93,2.0,2.0,8.01,33.0,16.5,21,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,93,2023-01-04 21:00:00+00:00,14.893499,0.0
94,1.0,1.0,2.2,12.0,12.0,22,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,94,2023-01-04 22:00:00+00:00,13.5935,0.3
95,4.0,6.0,11.89,51.0,12.75,23,4,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,1,0,95,2023-01-04 23:00:00+00:00,12.5435,0.4
96,1.0,1.0,10.1,39.0,39.0,0,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,96,2023-01-05 00:00:00+00:00,11.2935,0.9
97,1.0,1.0,10.1,39.0,39.0,1,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,97,2023-01-05 01:00:00+00:00,11.4935,0.5
98,1.0,1.0,12.795555555555554,27.11111111111111,32.0,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,98,2023-01-05 02:00:00+00:00,11.5435,0.0
99,1.0,1.0,12.795555555555554,27.11111111111111,32.0,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,99,2023-01-05 03:00:00+00:00,11.393499,0.0
100,1.0,1.0,12.795555555555554,27.11111111111111,32.0,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,100,2023-01-05 04:00:00+00:00,10.893499,0.0
101,8.0,9.0,58.6,186.0,23.25,5,5,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,4,1,0,101,2023-01-05 05:00:00+00:00,10.5435,0.0
102,12.0,12.0,135.17,503.0,41.916666666666664,6,5,3.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,4,1,0,102,2023-01-05 06:00:00+00:00,10.5935,0.0
103,13.0,14.0,75.03,482.0,37.07692307692308,7,5,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,103,2023-01-05 07:00:00+00:00,10.643499,0.0
104,12.0,12.0,49.93,405.0,33.75,8,5,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,104,2023-01-05 08:00:00+00:00,11.5935,0.0
105,12.0,12.0,78.64999999999999,402.0,33.5,9,5,5.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,4,1,0,105,2023-01-05 09:00:00+00:00,11.4935,0.0
106,14.0,14.0,39.17,359.0,25.642857142857142,10,5,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,106,2023-01-05 10:00:00+00:00,10.9435,0.0
107,12.0,13.0,84.15666666666667,349.0,29.083333333333332,11,5,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4,1,0,107,2023-01-05 11:00:00+00:00,9.6935,0.0
108,21.0,24.0,63.43,356.0,16.952380952380953,12,5,16.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,4,1,0,108,2023-01-05 12:00:00+00:00,6.8435,0.0
109,18.0,20.0,101.27,395.0,21.944444444444443,13,5,12.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,4,1,0,109,2023-01-05 13:00:00+00:00,7.0935,0.0
110,10.0,14.0,54.92,329.0,32.9,14,5,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4,1,0,110,2023-01-05 14:00:00+00:00,7.2935004,0.0
111,6.0,6.0,43.4,188.0,31.333333333333332,15,5,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4,1,0,111,2023-01-05 15:00:00+00:00,7.8935003,0.0
112,11.0,12.0,46.86,326.0,29.636363636363637,16,5,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4,1,0,112,2023-01-05 16:00:00+00:00,9.0935,0.0
113,6.0,6.0,39.28,205.0,34.166666666666664,17,5,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,113,2023-01-05 17:00:00+00:00,9.0935,0.0
114,2.0,2.0,12.1,27.0,13.5,18,5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,1,0,114,2023-01-05 18:00:00+00:00,8.7435,0.0
115,4.0,4.0,18.5,88.0,22.0,19,5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,115,2023-01-05 19:00:00+00:00,8.393499,0.0
116,3.0,3.0,13.9,340.0,113.33333333333331,20,5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,116,2023-01-05 20:00:00+00:00,8.143499,0.0
117,3.0,3.0,12.5,79.0,26.333333333333332,21,5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,117,2023-01-05 21:00:00+00:00,7.8935003,0.0
118,2.0,2.0,8.64,24.0,12.0,22,5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4,1,0,118,2023-01-05 22:00:00+00:00,7.8935003,0.0
119,1.0,1.0,6.1,21.0,21.0,23,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,119,2023-01-05 23:00:00+00:00,8.2435,0.0
120,2.0,3.0,16.7,40.0,20.0,0,6,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,120,2023-01-06 00:00:00+00:00,7.1935,0.0
121,1.0,1.0,12.316666666666668,20.0,24.0,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,121,2023-01-06 01:00:00+00:00,7.5935,0.0
122,1.0,1.0,12.316666666666668,20.0,24.0,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,122,2023-01-06 02:00:00+00:00,7.3435,0.0
123,1.0,1.0,12.316666666666668,20.0,24.0,3,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,123,2023-01-06 03:00:00+00:00,6.9935,0.0
124,2.0,2.0,24.0,65.0,32.5,4,6,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,1,0,124,2023-01-06 04:00:00+00:00,6.3435,0.0
125,9.0,9.0,78.06333333333333,242.0,26.88888888888889,5,6,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,5,1,0,125,2023-01-06 05:00:00+00:00,5.8935003,0.0
126,9.0,9.0,73.78999999999999,246.0,27.333333333333332,6,6,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,5,1,0,126,2023-01-06 06:00:00+00:00,5.7435,0.1
127,7.0,9.0,45.82,248.0,35.42857142857143,7,6,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5,1,0,127,2023-01-06 07:00:00+00:00,5.5435004,0.6
128,13.0,13.0,80.0,430.0,33.07692307692308,8,6,2.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,5,1,0,128,2023-01-06 08:00:00+00:00,5.3435,1.0
129,14.0,14.0,66.32000000000001,461.0,32.92857142857143,9,6,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,129,2023-01-06 09:00:00+00:00,5.3435,1.7
130,12.0,13.0,95.89,322.0,26.833333333333332,10,6,7.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,5,1,0,130,2023-01-06 10:00:00+00:00,5.0935,1.4
131,10.0,14.0,40.86,257.0,25.7,11,6,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,131,2023-01-06 11:00:00+00:00,4.4935,0.4
132,11.0,11.0,84.65666666666667,436.0,39.63636363636363,12,6,6.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,5,1,0,132,2023-01-06 12:00:00+00:00,4.6435003,0.0
133,8.0,15.0,70.38333333333333,238.0,29.75,13,6,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,5,1,0,133,2023-01-06 13:00:00+00:00,4.9435,0.1
134,9.0,13.0,70.83333333333333,267.0,29.666666666666668,14,6,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5,1,0,134,2023-01-06 14:00:00+00:00,5.2935004,0.5
135,10.0,11.0,80.30666666666667,330.0,33.0,15,6,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,5,1,0,135,2023-01-06 15:00:00+00:00,5.6935,0.1
136,9.0,9.0,59.62,295.0,32.77777777777778,16,6,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,5,1,0,136,2023-01-06 16:00:00+00:00,6.3435,0.1
137,5.0,5.0,16.7,116.0,23.2,17,6,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,137,2023-01-06 17:00:00+00:00,6.8935003,0.4
138,8.0,8.0,56.2,220.0,27.5,18,6,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,5,1,0,138,2023-01-06 18:00:00+00:00,7.0935,0.4
139,4.0,4.0,44.075,121.0,30.25,19,6,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5,1,0,139,2023-01-06 19:00:00+00:00,7.4935,0.1
140,1.0,1.0,13.8,34.0,34.0,20,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,1,0,140,2023-01-06 20:00:00+00:00,7.8935003,0.0
141,2.0,2.0,16.8,40.0,20.0,21,6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,141,2023-01-06 21:00:00+00:00,7.5435004,0.0
142,2.0,3.0,6.52,29.0,14.5,22,6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,142,2023-01-06 22:00:00+00:00,5.9935,0.0
143,7.0,7.0,22.65,92.0,13.142857142857142,23,6,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,143,2023-01-06 23:00:00+00:00,5.3435,0.0
144,5.0,5.0,22.89,66.0,13.2,0,7,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6,1,0,144,2023-01-07 00:00:00+00:00,5.0935,0.0
