cluster_ID,num_rows,sum_passenger_count,sum_trip_distance,sum_trip_durations,avg_trip_durations,pickup_hour,pickup_day,Bronx,Manhattan,Queens,Brooklyn,Outside of NYC,Staten Island,Unknown,EWR,day_of_week,week_of_month,holiday,row_index,date,temperature_2m,precipitation
689,4.0,4.0,18.12,86.0,21.5,17,29,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,7,5,0,689,2023-01-29 17:00:00+00:00,9.4435,0.0
690,4.0,4.0,24.05,76.0,19.0,18,29,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7,5,0,690,2023-01-29 18:00:00+00:00,9.5935,0.0
691,6.0,6.0,23.08,114.0,19.0,19,29,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7,5,0,691,2023-01-29 19:00:00+00:00,9.7935,0.0
692,1.0,1.0,1.545,14.0,14.0,20,29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,5,0,692,2023-01-29 20:00:00+00:00,9.8435,0.0
693,2.0,2.0,19.75,53.0,26.5,21,29,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7,5,0,693,2023-01-29 21:00:00+00:00,9.393499,0.0
694,1.0,1.0,6.8,17.0,17.0,22,29,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,5,0,694,2023-01-29 22:00:00+00:00,9.0435,0.0
695,3.0,3.0,29.68,81.0,27.0,23,29,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7,5,0,695,2023-01-29 23:00:00+00:00,8.393499,0.0
696,2.0,2.0,14.5,43.0,21.5,0,30,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,0,696,2023-01-30 00:00:00+00:00,6.9935,0.0
697,1.0,1.0,1.2,13.0,13.0,1,30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,0,697,2023-01-30 01:00:00+00:00,7.3435,0.0
698,3.0,3.0,1.4,70.0,23.333333333333332,2,30,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,5,0,698,2023-01-30 02:00:00+00:00,7.1935,0.0
699,1.0,1.0,1.5,23.0,23.0,3,30,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,0,699,2023-01-30 03:00:00+00:00,5.5935,0.0
700,2.0,2.0,5.6,45.0,22.5,4,30,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,0,700,2023-01-30 04:00:00+00:00,4.9435,0.0
701,8.0,8.0,74.2,287.0,35.875,5,30,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1,5,0,701,2023-01-30 05:00:00+00:00,4.4935,0.0
702,11.0,11.0,104.22,395.0,35.90909090909091,6,30,3.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,1,5,0,702,2023-01-30 06:00:00+00:00,4.1435003,0.0
703,11.0,11.0,83.64,452.0,41.09090909090909,7,30,4.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1,5,0,703,2023-01-30 07:00:00+00:00,3.7935,0.0
704,8.0,8.0,63.89,282.0,35.25,8,30,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1,5,0,704,2023-01-30 08:00:00+00:00,3.4435,0.0
705,11.0,11.0,55.22,381.0,34.63636363636363,9,30,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,0,705,2023-01-30 09:00:00+00:00,2.9435,0.0
706,7.0,7.0,76.17,221.0,31.571428571428573,10,30,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1,5,0,706,2023-01-30 10:00:00+00:00,1.9935,0.0
707,7.0,9.0,48.78333333333333,211.0,30.142857142857142,11,30,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,5,0,707,2023-01-30 11:00:00+00:00,2.4935,0.0
708,11.0,11.0,93.23,330.0,30.0,12,30,4.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,1,5,0,708,2023-01-30 12:00:00+00:00,2.0935,0.0
709,12.0,12.0,100.73,544.0,45.333333333333336,13,30,4.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,1,5,0,709,2023-01-30 13:00:00+00:00,2.9435,0.0
710,10.0,12.0,24.1,216.0,21.6,14,30,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,5,0,710,2023-01-30 14:00:00+00:00,4.6435003,0.0
711,9.0,15.0,44.150000000000006,255.0,28.333333333333332,15,30,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1,5,0,711,2023-01-30 15:00:00+00:00,6.4935,0.0
712,3.0,3.0,39.3,148.0,49.333333333333336,16,30,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,5,0,712,2023-01-30 16:00:00+00:00,8.643499,0.0
713,6.0,6.0,72.96333333333334,234.0,39.0,17,30,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1,5,0,713,2023-01-30 17:00:00+00:00,10.0935,0.0
714,3.0,3.0,20.0,70.0,23.333333333333332,18,30,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,5,0,714,2023-01-30 18:00:00+00:00,10.7935,0.0
715,6.0,8.0,28.4,130.0,21.666666666666668,19,30,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,0,715,2023-01-30 19:00:00+00:00,10.9435,0.0
716,2.0,2.0,17.619999999999997,74.0,37.0,20,30,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,5,0,716,2023-01-30 20:00:00+00:00,11.0435,0.0
717,1.0,1.0,7.6,33.0,33.0,21,30,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,0,717,2023-01-30 21:00:00+00:00,10.5435,0.0
718,3.0,3.0,22.16,77.0,25.666666666666668,22,30,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,5,0,718,2023-01-30 22:00:00+00:00,7.8435,0.0
719,2.0,2.0,11.4,52.0,26.0,23,30,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,0,719,2023-01-30 23:00:00+00:00,6.1435003,0.0
720,1.0,1.0,0.4,2.0,2.0,0,31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,0,720,2023-01-31 00:00:00+00:00,5.7435,0.0
721,1.0,1.0,0.03,1.0,1.0,1,31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,0,721,2023-01-31 01:00:00+00:00,5.3935003,0.0
722,1.0,1.0,6.066666666666666,18.333333333333332,37.0,2,31,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,0,722,2023-01-31 02:00:00+00:00,5.6435003,0.0
723,1.0,1.0,6.066666666666666,18.333333333333332,37.0,3,31,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,0,723,2023-01-31 03:00:00+00:00,5.6935,0.0
724,1.0,1.0,6.066666666666666,18.333333333333332,37.0,4,31,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,0,724,2023-01-31 04:00:00+00:00,6.1935,0.0
725,6.0,6.0,76.65,194.0,32.333333333333336,5,31,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,2,5,0,725,2023-01-31 05:00:00+00:00,5.4435,0.0
726,9.0,9.0,95.96,350.0,38.888888888888886,6,31,4.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2,5,0,726,2023-01-31 06:00:00+00:00,5.8935003,0.0
727,13.0,13.0,101.62,678.0,52.15384615384615,7,31,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,0,727,2023-01-31 07:00:00+00:00,5.5935,0.1
728,16.0,19.0,93.75,573.0,35.8125,8,31,4.0,9.0,2.0,1.0,0.0,0.0,0.0,0.0,2,5,0,728,2023-01-31 08:00:00+00:00,3.0935,0.0
729,13.0,15.0,111.545,568.0,43.69230769230769,9,31,3.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,2,5,0,729,2023-01-31 09:00:00+00:00,2.7435,0.2
730,5.0,5.0,45.650000000000006,204.0,40.8,10,31,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2,5,0,730,2023-01-31 10:00:00+00:00,1.6435,0.8
731,16.0,17.0,97.95,411.0,25.6875,11,31,11.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,2,5,0,731,2023-01-31 11:00:00+00:00,1.6435,0.4
732,17.0,17.0,168.07999999999998,696.0,40.94117647058823,12,31,7.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,2,5,0,732,2023-01-31 12:00:00+00:00,1.4935,0.2
733,17.0,17.0,210.22666666666663,853.0,50.1764705882353,13,31,6.0,4.0,2.0,5.0,0.0,0.0,0.0,0.0,2,5,0,733,2023-01-31 13:00:00+00:00,1.4435,0.7
734,7.0,8.0,28.3,174.0,24.857142857142858,14,31,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,0,734,2023-01-31 14:00:00+00:00,1.5935,0.3
735,5.0,6.0,36.06,204.0,40.8,15,31,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,5,0,735,2023-01-31 15:00:00+00:00,2.0935,0.1
736,7.0,8.0,42.35,171.0,24.428571428571427,16,31,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2,5,0,736,2023-01-31 16:00:00+00:00,2.8435,0.0
737,4.0,4.0,31.44,140.0,35.0,17,31,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2,5,0,737,2023-01-31 17:00:00+00:00,3.5435,0.0
738,1.0,1.0,4.77,8.0,8.0,18,31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,0,738,2023-01-31 18:00:00+00:00,3.9435,0.0
739,2.0,2.0,14.3,70.0,35.0,19,31,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,0,739,2023-01-31 19:00:00+00:00,4.2935004,0.0
740,2.0,3.0,4.6000000000000005,19.0,9.5,20,31,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,0,740,2023-01-31 20:00:00+00:00,4.1935,0.0
741,3.0,3.0,11.1,62.0,20.666666666666668,21,31,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,0,741,2023-01-31 21:00:00+00:00,3.5935,0.0
742,3.0,3.0,5.95,31.0,10.333333333333334,22,31,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,0,742,2023-01-31 22:00:00+00:00,2.7935,0.0
743,2.0,2.0,22.0,58.0,29.0,23,31,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,5,0,743,2023-01-31 23:00:00+00:00,2.0935,0.0
744,1.0,3.0,5.69,17.0,17.0,0,32,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,744,2023-02-01 00:00:00+00:00,2.0935,0.0
745,1.0,3.0,5.69,17.0,17.0,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,745,2023-02-01 01:00:00+00:00,1.4435,0.0
746,2.0,2.0,7.096666666666667,36.0,22.75,2,32,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,746,2023-02-01 02:00:00+00:00,0.2435,0.0
747,2.0,2.0,7.096666666666667,36.0,22.75,3,32,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,747,2023-02-01 03:00:00+00:00,-0.30650002,0.0
748,2.0,2.0,7.096666666666667,36.0,22.75,4,32,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,748,2023-02-01 04:00:00+00:00,-0.8065,0.0
749,9.0,9.0,116.95,460.0,51.111111111111114,5,32,1.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,3,1,0,749,2023-02-01 05:00:00+00:00,-1.4065,0.0
750,8.0,8.0,85.24000000000001,285.0,35.625,6,32,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,3,1,0,750,2023-02-01 06:00:00+00:00,-1.8565,0.0
751,8.0,9.0,81.15,423.0,52.875,7,32,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,751,2023-02-01 07:00:00+00:00,-2.1565,0.0
752,11.0,12.0,69.68,323.0,29.363636363636363,8,32,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,3,1,0,752,2023-02-01 08:00:00+00:00,-2.4565,0.1
753,7.0,7.0,42.5,251.0,35.857142857142854,9,32,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1,0,753,2023-02-01 09:00:00+00:00,-2.9065,0.3
754,4.0,4.0,43.01,160.0,40.0,10,32,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3,1,0,754,2023-02-01 10:00:00+00:00,-3.3565,0.7
755,12.0,13.0,75.85,305.0,25.416666666666668,11,32,4.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,3,1,0,755,2023-02-01 11:00:00+00:00,-3.5065,0.6
756,10.0,11.0,48.9,213.0,21.3,12,32,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,3,1,0,756,2023-02-01 12:00:00+00:00,-3.1565,0.2
757,22.0,22.0,206.22,810.0,36.81818181818182,13,32,11.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,3,1,0,757,2023-02-01 13:00:00+00:00,-3.0065,0.0
758,15.0,15.0,95.425,396.0,26.4,14,32,10.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,3,1,0,758,2023-02-01 14:00:00+00:00,-1.9065,0.0
759,11.0,11.0,89.31666666666666,407.0,37.0,15,32,7.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,3,1,0,759,2023-02-01 15:00:00+00:00,-0.8065,0.0
760,7.0,7.0,48.46,219.0,31.285714285714285,16,32,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3,1,0,760,2023-02-01 16:00:00+00:00,0.3935,0.0
761,4.0,4.0,14.16,97.0,24.25,17,32,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,761,2023-02-01 17:00:00+00:00,1.6935,0.0
762,6.0,6.0,53.129999999999995,173.0,28.833333333333332,18,32,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3,1,0,762,2023-02-01 18:00:00+00:00,2.3935,0.0
763,3.0,3.0,4.25,63.0,21.0,19,32,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,763,2023-02-01 19:00:00+00:00,2.6935,0.0
764,2.0,2.0,9.3,60.0,30.0,20,32,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,764,2023-02-01 20:00:00+00:00,2.7435,0.0
765,4.0,4.0,15.1,62.0,15.5,21,32,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,765,2023-02-01 21:00:00+00:00,2.5435,0.0
766,5.0,5.0,34.92,114.0,22.8,22,32,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1,0,766,2023-02-01 22:00:00+00:00,0.9435,0.0
767,3.0,3.0,19.55,48.0,16.0,23,32,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1,0,767,2023-02-01 23:00:00+00:00,-0.7565,0.0
768,1.0,1.0,10.1,27.0,27.0,0,33,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,768,2023-02-02 00:00:00+00:00,-0.9065,0.0
769,2.0,2.0,15.616666666666667,31.0,28.0,1,33,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,1,0,769,2023-02-02 01:00:00+00:00,-1.3565,0.0
770,2.0,2.0,15.616666666666667,31.0,28.0,2,33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,1,0,770,2023-02-02 02:00:00+00:00,-2.1065,0.0
771,2.0,2.0,15.616666666666667,31.0,28.0,3,33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,1,0,771,2023-02-02 03:00:00+00:00,-2.6065,0.0
772,2.0,2.0,25.0,77.0,38.5,4,33,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,772,2023-02-02 04:00:00+00:00,-2.9565,0.0
773,10.0,10.0,137.63333333333333,359.0,35.9,5,33,1.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,4,1,0,773,2023-02-02 05:00:00+00:00,-4.1064997,0.0
774,19.0,19.0,192.395,671.0,35.31578947368421,6,33,6.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0,4,1,0,774,2023-02-02 06:00:00+00:00,-4.2565,0.0
775,16.0,19.0,84.94,497.0,31.0625,7,33,3.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,4,1,0,775,2023-02-02 07:00:00+00:00,-4.5065,0.0
776,21.0,21.0,158.52,771.0,36.714285714285715,8,33,5.0,12.0,1.0,3.0,0.0,0.0,0.0,0.0,4,1,0,776,2023-02-02 08:00:00+00:00,-4.5065,0.0
777,12.0,12.0,67.21000000000001,386.0,32.166666666666664,9,33,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,4,1,0,777,2023-02-02 09:00:00+00:00,-3.0065,0.0
778,17.0,19.0,218.94,813.0,47.8235294117647,10,33,2.0,7.0,4.0,4.0,0.0,0.0,0.0,0.0,4,1,0,778,2023-02-02 10:00:00+00:00,-2.6565,0.0
779,8.0,8.0,60.92,363.0,45.375,11,33,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,4,1,0,779,2023-02-02 11:00:00+00:00,-3.2565,0.0
780,7.0,8.0,30.595,182.0,26.0,12,33,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,780,2023-02-02 12:00:00+00:00,-1.9565,0.0
781,10.0,10.0,51.52,308.0,30.8,13,33,3.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,4,1,0,781,2023-02-02 13:00:00+00:00,-2.0565,0.0
782,8.0,9.0,61.09,267.0,33.375,14,33,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,4,1,0,782,2023-02-02 14:00:00+00:00,-0.6065,0.0
783,6.0,6.0,34.2,159.0,26.5,15,33,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4,1,0,783,2023-02-02 15:00:00+00:00,0.6435,0.0
784,2.0,2.0,4.3999999999999995,19.0,9.5,16,33,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,784,2023-02-02 16:00:00+00:00,2.0435,0.0
785,3.0,4.0,29.845,79.0,26.333333333333332,17,33,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4,1,0,785,2023-02-02 17:00:00+00:00,2.5935,0.0
786,4.0,5.0,41.0,162.0,40.5,18,33,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,1,0,786,2023-02-02 18:00:00+00:00,2.8435,0.0
787,7.0,8.0,32.75,119.0,17.0,19,33,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,787,2023-02-02 19:00:00+00:00,3.2435,0.0
788,4.0,4.0,38.14,99.0,24.75,20,33,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,4,1,0,788,2023-02-02 20:00:00+00:00,3.5435,0.0
789,2.0,2.0,22.3,61.0,30.5,21,33,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4,1,0,789,2023-02-02 21:00:00+00:00,3.2935,0.0
790,2.0,2.0,9.033333333333331,34.0,22.666666666666668,22,33,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,790,2023-02-02 22:00:00+00:00,1.7935,0.0
791,2.0,2.0,9.033333333333331,34.0,22.666666666666668,23,33,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,791,2023-02-02 23:00:00+00:00,1.2435,0.0
792,2.0,2.0,9.033333333333331,34.0,22.666666666666668,0,34,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,792,2023-02-03 00:00:00+00:00,0.4935,0.0
793,2.0,2.0,3.1999999999999997,15.0,7.5,1,34,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,793,2023-02-03 01:00:00+00:00,0.1435,0.0
794,1.0,2.0,0.6,4.0,4.0,2,34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,794,2023-02-03 02:00:00+00:00,0.1435,0.0
795,3.0,8.0,1.58,9.0,3.0,3,34,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,795,2023-02-03 03:00:00+00:00,-0.1065,0.0
796,2.0,2.0,26.1,72.0,36.0,4,34,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,1,0,796,2023-02-03 04:00:00+00:00,-0.15650001,0.0
797,3.0,3.0,46.3,109.0,36.333333333333336,5,34,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,797,2023-02-03 05:00:00+00:00,-0.4065,0.0
798,13.0,15.0,138.54,553.0,42.53846153846154,6,34,1.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,5,1,0,798,2023-02-03 06:00:00+00:00,-0.4565,0.0
799,11.0,11.0,163.58666666666667,566.0,51.45454545454545,7,34,0.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,5,1,0,799,2023-02-03 07:00:00+00:00,-0.4065,0.0
800,15.0,17.0,132.75666666666666,565.0,37.666666666666664,8,34,3.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,5,1,0,800,2023-02-03 08:00:00+00:00,0.1435,0.0
801,16.0,16.0,63.61,344.0,21.5,9,34,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,801,2023-02-03 09:00:00+00:00,-0.056500003,0.0
802,9.0,9.0,19.1,155.0,17.22222222222222,10,34,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,802,2023-02-03 10:00:00+00:00,-1.4565,0.0
803,8.0,9.0,22.53,102.0,12.75,11,34,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,5,1,0,803,2023-02-03 11:00:00+00:00,-2.8065,0.0
804,8.0,8.0,102.02,291.0,36.375,12,34,5.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,5,1,0,804,2023-02-03 12:00:00+00:00,-3.3065,0.0
805,14.0,14.0,129.88,533.0,38.07142857142857,13,34,4.0,6.0,1.0,2.0,0.0,1.0,0.0,0.0,5,1,0,805,2023-02-03 13:00:00+00:00,-4.3564997,0.0
806,10.0,10.0,76.62666666666667,360.0,36.0,14,34,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,5,1,0,806,2023-02-03 14:00:00+00:00,-5.8065,0.0
807,8.0,8.0,53.18,234.0,29.25,15,34,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,5,1,0,807,2023-02-03 15:00:00+00:00,-5.2565,0.0
808,7.0,8.0,24.3,157.0,22.428571428571427,16,34,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5,1,0,808,2023-02-03 16:00:00+00:00,-5.0565,0.0
809,6.0,10.0,58.05,252.0,42.0,17,34,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,5,1,0,809,2023-02-03 17:00:00+00:00,-4.8065,0.0
810,8.0,8.0,59.59,236.0,29.5,18,34,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,5,1,0,810,2023-02-03 18:00:00+00:00,-4.9564996,0.0
811,9.0,9.0,68.68,274.0,30.444444444444443,19,34,4.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,5,1,0,811,2023-02-03 19:00:00+00:00,-5.3564997,0.0
812,1.0,2.0,1.61,9.0,9.0,20,34,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,812,2023-02-03 20:00:00+00:00,-6.1064997,0.0
813,1.0,1.0,0.81,14.0,14.0,21,34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,813,2023-02-03 21:00:00+00:00,-7.4065,0.0
814,1.0,1.0,13.6,48.0,48.0,22,34,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,1,0,814,2023-02-03 22:00:00+00:00,-8.0065,0.0
815,2.0,2.0,15.65,33.0,16.5,23,34,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,1,0,815,2023-02-03 23:00:00+00:00,-9.606501,0.0
816,2.0,2.0,5.316666666666666,19.0,11.0,0,35,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0,816,2023-02-04 00:00:00+00:00,-10.106501,0.0
817,2.0,2.0,5.316666666666666,19.0,11.0,1,35,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0,817,2023-02-04 01:00:00+00:00,-10.4565,0.0
818,2.0,2.0,5.316666666666666,19.0,11.0,2,35,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0,818,2023-02-04 02:00:00+00:00,-11.0065,0.0
819,5.0,6.0,18.17,44.0,8.8,3,35,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0,819,2023-02-04 03:00:00+00:00,-11.2565,0.0
820,3.0,4.0,40.29,70.0,23.333333333333332,4,35,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,6,1,0,820,2023-02-04 04:00:00+00:00,-11.9065,0.0
821,2.0,2.0,27.7,59.0,29.5,5,35,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6,1,0,821,2023-02-04 05:00:00+00:00,-12.1565,0.0
822,7.0,8.0,40.87,118.0,16.857142857142858,6,35,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,6,1,0,822,2023-02-04 06:00:00+00:00,-13.6565,0.0
823,5.0,7.0,21.26,94.0,18.8,7,35,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6,1,0,823,2023-02-04 07:00:00+00:00,-14.8065,0.0
824,7.0,7.0,34.78,201.0,28.714285714285715,8,35,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6,1,0,824,2023-02-04 08:00:00+00:00,-16.3065,0.0
825,6.0,6.0,40.08,154.0,25.666666666666668,9,35,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0,825,2023-02-04 09:00:00+00:00,-17.0065,0.0
826,8.0,8.0,68.17999999999999,199.0,24.875,10,35,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,6,1,0,826,2023-02-04 10:00:00+00:00,-17.206501,0.0
827,4.0,4.0,14.13,51.0,12.75,11,35,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6,1,0,827,2023-02-04 11:00:00+00:00,-17.1065,0.0
828,3.0,3.0,29.43,61.0,20.333333333333332,12,35,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6,1,0,828,2023-02-04 12:00:00+00:00,-15.4065,0.0
829,3.0,3.0,16.470000000000002,119.0,39.666666666666664,13,35,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0,829,2023-02-04 13:00:00+00:00,-15.0065,0.0
830,3.0,3.0,50.63333333333333,133.0,44.333333333333336,14,35,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,6,1,0,830,2023-02-04 14:00:00+00:00,-13.6565,0.0
831,3.0,3.0,15.6,63.0,21.0,15,35,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6,1,0,831,2023-02-04 15:00:00+00:00,-11.856501,0.0
832,6.0,6.0,44.91,161.0,26.833333333333332,16,35,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0,832,2023-02-04 16:00:00+00:00,-9.9565,0.0
833,4.0,8.0,6.959999999999999,36.0,9.0,17,35,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0,833,2023-02-04 17:00:00+00:00,-8.1565,0.0
